person_a,person_b,date,time
42,72,20/05/2004,22:51:08
252,1236,20/05/2004,22:51:24
1236,252,20/05/2004,22:51:26
823,242,20/05/2004,22:51:32
823,149,20/05/2004,22:51:47
1236,719,20/05/2004,22:51:55
1236,252,20/05/2004,22:52:03
252,1236,20/05/2004,22:52:04
944,1236,20/05/2004,22:52:31
1236,252,20/05/2004,22:52:38
823,149,20/05/2004,22:52:53
252,1236,20/05/2004,22:53:02
615,823,20/05/2004,22:53:15
72,42,20/05/2004,22:53:20
719,1236,20/05/2004,22:53:25
1237,1236,20/05/2004,22:53:40
1236,252,20/05/2004,22:53:48
1136,398,20/05/2004,22:54:13
1236,719,20/05/2004,22:54:15
252,1236,20/05/2004,22:54:26
1236,252,20/05/2004,22:55:09
1237,1236,20/05/2004,22:55:18
719,1236,20/05/2004,22:55:19
1236,252,20/05/2004,22:55:39
1113,823,20/05/2004,22:55:41
252,1236,20/05/2004,22:55:42
532,1236,20/05/2004,22:55:57
252,1236,20/05/2004,22:56:03
431,853,20/05/2004,22:56:12
1217,1189,20/05/2004,22:56:27
431,605,20/05/2004,22:56:42
1236,532,20/05/2004,22:56:50
1236,252,20/05/2004,22:56:58
944,1236,20/05/2004,22:57:20
1236,532,20/05/2004,22:57:25
1237,1236,20/05/2004,22:57:34
725,1217,20/05/2004,22:57:47
944,1236,20/05/2004,22:59:11
1189,1217,20/05/2004,23:00:37
252,1236,20/05/2004,23:01:02
1217,725,20/05/2004,23:01:10
233,797,20/05/2004,23:01:55
1217,1189,20/05/2004,23:02:00
495,498,20/05/2004,23:02:24
760,352,20/05/2004,23:02:26
495,498,20/05/2004,23:02:47
725,1217,20/05/2004,23:03:09
760,325,20/05/2004,23:03:14
1237,1236,20/05/2004,23:03:33
495,546,20/05/2004,23:03:40
495,542,20/05/2004,23:04:43
1217,725,20/05/2004,23:04:48
495,342,20/05/2004,23:05:56
725,1217,20/05/2004,23:06:06
495,68,20/05/2004,23:06:44
495,498,20/05/2004,23:06:56
1189,1217,20/05/2004,23:07:14
652,495,20/05/2004,23:08:07
1217,725,20/05/2004,23:08:24
1217,1189,20/05/2004,23:08:43
725,1217,20/05/2004,23:09:33
1234,254,20/05/2004,23:09:39
1056,1186,20/05/2004,23:10:07
835,1189,20/05/2004,23:10:42
1217,725,20/05/2004,23:11:52
62,1224,20/05/2004,23:11:53
1198,1230,20/05/2004,23:12:17
1189,1217,20/05/2004,23:12:30
325,760,20/05/2004,23:14:18
1217,32,20/05/2004,23:14:22
114,770,20/05/2004,23:14:56
928,372,20/05/2004,23:15:05
1136,586,20/05/2004,23:17:09
1056,1004,20/05/2004,23:19:41
1004,1056,20/05/2004,23:20:26
1056,1032,20/05/2004,23:20:55
1056,1004,20/05/2004,23:21:13
713,1215,20/05/2004,23:21:32
204,1189,20/05/2004,23:21:33
109,282,20/05/2004,23:21:38
1056,1004,20/05/2004,23:22:03
204,615,20/05/2004,23:22:32
590,893,20/05/2004,23:23:41
713,1036,20/05/2004,23:23:52
725,1217,20/05/2004,23:24:30
357,713,20/05/2004,23:24:32
963,63,20/05/2004,23:25:36
713,884,20/05/2004,23:26:00
687,6,20/05/2004,23:26:24
713,1042,20/05/2004,23:27:18
1056,687,20/05/2004,23:27:21
687,1056,20/05/2004,23:28:00
1056,687,20/05/2004,23:28:59
814,823,20/05/2004,23:29:21
687,1056,20/05/2004,23:29:21
1056,687,20/05/2004,23:29:59
1056,176,20/05/2004,23:30:48
1215,713,20/05/2004,23:31:11
224,144,20/05/2004,23:31:56
687,1056,20/05/2004,23:32:16
1185,840,20/05/2004,23:32:45
1056,687,20/05/2004,23:33:20
687,713,20/05/2004,23:34:56
1004,1056,20/05/2004,23:35:21
1240,836,20/05/2004,23:35:53
1056,1186,20/05/2004,23:36:48
687,1185,20/05/2004,23:37:14
794,194,20/05/2004,23:37:17
1056,1004,20/05/2004,23:37:22
209,594,20/05/2004,23:37:35
687,1056,20/05/2004,23:37:58
591,711,20/05/2004,23:38:55
1056,687,20/05/2004,23:39:17
675,462,20/05/2004,23:39:18
1117,551,20/05/2004,23:39:28
1056,1033,20/05/2004,23:39:41
1237,1167,20/05/2004,23:39:51
1185,687,20/05/2004,23:39:55
1004,1056,20/05/2004,23:40:13
1056,1042,20/05/2004,23:40:19
621,768,20/05/2004,23:41:08
1056,1004,20/05/2004,23:41:42
687,1056,20/05/2004,23:42:07
479,687,20/05/2004,23:42:21
1237,1167,20/05/2004,23:42:39
1056,687,20/05/2004,23:42:45
843,1167,20/05/2004,23:43:01
687,1185,20/05/2004,23:43:15
843,1167,20/05/2004,23:44:25
1240,536,20/05/2004,23:45:31
1004,1056,20/05/2004,23:45:57
843,1167,20/05/2004,23:46:05
1056,1004,20/05/2004,23:46:59
993,364,20/05/2004,23:47:13
687,277,20/05/2004,23:47:54
843,1167,20/05/2004,23:48:11
1127,697,20/05/2004,23:49:11
277,687,20/05/2004,23:49:52
687,277,20/05/2004,23:50:38
687,298,20/05/2004,23:51:48
394,576,20/05/2004,23:53:44
364,993,20/05/2004,23:55:33
1186,1056,20/05/2004,23:56:24
617,704,20/05/2004,23:57:01
317,105,20/05/2004,23:59:18
617,103,21/05/2004,00:00:01
617,103,21/05/2004,00:00:42
1224,62,21/05/2004,00:02:18
277,687,21/05/2004,00:03:04
172,840,21/05/2004,00:03:30
281,1110,21/05/2004,00:04:50
1224,260,21/05/2004,00:05:36
1181,254,21/05/2004,00:06:04
1181,341,21/05/2004,00:06:27
144,42,21/05/2004,00:07:30
687,1056,21/05/2004,00:09:05
144,224,21/05/2004,00:09:44
617,704,21/05/2004,00:10:42
617,704,21/05/2004,00:12:32
32,42,21/05/2004,00:13:03
687,1056,21/05/2004,00:13:07
536,1240,21/05/2004,00:13:27
32,1217,21/05/2004,00:14:20
1224,277,21/05/2004,00:14:36
317,479,21/05/2004,00:19:23
1213,479,21/05/2004,00:20:19
87,27,21/05/2004,00:22:31
224,144,21/05/2004,00:23:28
144,645,21/05/2004,00:24:03
9,109,21/05/2004,00:24:20
1214,372,21/05/2004,00:24:53
1214,249,21/05/2004,00:25:25
1214,180,21/05/2004,00:25:56
144,224,21/05/2004,00:26:40
273,1002,21/05/2004,00:30:21
681,402,21/05/2004,00:31:29
681,402,21/05/2004,00:31:47
12,1042,21/05/2004,00:32:57
1113,495,21/05/2004,00:35:26
12,527,21/05/2004,00:35:51
462,675,21/05/2004,00:37:24
12,109,21/05/2004,00:38:49
252,1056,21/05/2004,00:41:59
1158,297,21/05/2004,00:47:04
67,938,21/05/2004,00:47:56
145,341,21/05/2004,00:48:43
145,1042,21/05/2004,00:49:07
645,1236,21/05/2004,00:49:59
176,101,21/05/2004,00:51:15
1110,281,21/05/2004,00:53:00
645,144,21/05/2004,00:53:00
1233,502,21/05/2004,00:53:08
34,1042,21/05/2004,00:56:10
800,1241,21/05/2004,00:56:49
1242,343,21/05/2004,00:57:09
834,1196,21/05/2004,00:57:35
475,250,21/05/2004,00:59:08
204,615,21/05/2004,01:00:01
204,1189,21/05/2004,01:00:31
12,569,21/05/2004,01:02:47
1185,144,21/05/2004,01:03:28
12,569,21/05/2004,01:04:25
341,1181,21/05/2004,01:05:06
830,277,21/05/2004,01:08:05
1037,143,21/05/2004,01:09:01
281,337,21/05/2004,01:09:20
12,569,21/05/2004,01:11:10
1045,269,21/05/2004,01:11:36
63,963,21/05/2004,01:12:33
615,204,21/05/2004,01:13:09
800,569,21/05/2004,01:13:20
1136,1158,21/05/2004,01:15:01
1196,834,21/05/2004,01:15:11
834,1196,21/05/2004,01:15:55
27,87,21/05/2004,01:17:05
105,317,21/05/2004,01:17:12
800,569,21/05/2004,01:17:57
62,1224,21/05/2004,01:17:59
834,144,21/05/2004,01:18:08
536,615,21/05/2004,01:18:30
950,323,21/05/2004,01:18:50
642,687,21/05/2004,01:20:10
990,1142,21/05/2004,01:21:48
368,1236,21/05/2004,01:23:04
569,800,21/05/2004,01:24:47
800,569,21/05/2004,01:26:10
569,800,21/05/2004,01:26:58
600,667,21/05/2004,01:27:54
1224,62,21/05/2004,01:27:55
800,569,21/05/2004,01:28:16
323,42,21/05/2004,01:29:05
569,800,21/05/2004,01:29:11
323,339,21/05/2004,01:29:21
323,950,21/05/2004,01:29:52
323,642,21/05/2004,01:30:02
800,569,21/05/2004,01:30:19
12,569,21/05/2004,01:31:24
323,339,21/05/2004,01:31:54
9,652,21/05/2004,01:32:32
339,323,21/05/2004,01:32:51
950,323,21/05/2004,01:33:37
770,44,21/05/2004,01:34:08
1059,389,21/05/2004,01:38:40
950,353,21/05/2004,01:39:32
1189,204,21/05/2004,01:41:38
576,394,21/05/2004,01:43:45
325,1243,21/05/2004,01:44:16
1243,325,21/05/2004,01:45:23
343,1242,21/05/2004,01:46:33
1215,278,21/05/2004,01:47:51
1059,325,21/05/2004,01:48:33
704,598,21/05/2004,01:49:10
1243,325,21/05/2004,01:49:21
474,834,21/05/2004,01:50:12
105,569,21/05/2004,01:50:15
1059,1243,21/05/2004,01:51:09
569,105,21/05/2004,01:51:30
105,569,21/05/2004,01:54:10
468,277,21/05/2004,01:54:27
323,339,21/05/2004,01:54:37
323,950,21/05/2004,01:54:48
502,1233,21/05/2004,01:55:18
468,272,21/05/2004,01:55:27
758,683,21/05/2004,01:55:59
569,105,21/05/2004,01:56:03
272,654,21/05/2004,01:56:13
272,468,21/05/2004,01:57:37
1033,437,21/05/2004,01:59:04
342,1244,21/05/2004,01:59:12
654,272,21/05/2004,01:59:37
1113,990,21/05/2004,02:00:21
105,569,21/05/2004,02:00:28
617,73,21/05/2004,02:02:03
569,105,21/05/2004,02:02:18
468,272,21/05/2004,02:02:57
1186,277,21/05/2004,02:05:34
1033,1056,21/05/2004,02:05:46
105,569,21/05/2004,02:06:28
250,475,21/05/2004,02:07:09
342,323,21/05/2004,02:07:14
1189,835,21/05/2004,02:08:04
475,250,21/05/2004,02:08:13
600,342,21/05/2004,02:08:36
296,295,21/05/2004,02:09:02
277,468,21/05/2004,02:10:10
12,599,21/05/2004,02:10:58
250,475,21/05/2004,02:11:15
297,615,21/05/2004,02:13:47
36,779,21/05/2004,02:13:54
475,250,21/05/2004,02:14:11
569,105,21/05/2004,02:14:53
1185,302,21/05/2004,02:15:04
835,1189,21/05/2004,02:15:22
36,189,21/05/2004,02:15:28
835,1245,21/05/2004,02:15:42
569,105,21/05/2004,02:16:11
105,569,21/05/2004,02:16:26
1214,714,21/05/2004,02:16:39
963,63,21/05/2004,02:17:36
302,1185,21/05/2004,02:17:38
1214,714,21/05/2004,02:18:34
250,475,21/05/2004,02:19:10
297,1158,21/05/2004,02:20:33
475,250,21/05/2004,02:21:00
1187,1230,21/05/2004,02:21:43
1214,1239,21/05/2004,02:21:47
1214,1113,21/05/2004,02:22:18
1245,835,21/05/2004,02:23:07
950,323,21/05/2004,02:23:13
569,105,21/05/2004,02:23:47
713,1059,21/05/2004,02:26:49
105,569,21/05/2004,02:27:39
124,713,21/05/2004,02:28:02
36,770,21/05/2004,02:28:12
569,105,21/05/2004,02:30:55
68,495,21/05/2004,02:31:08
1189,835,21/05/2004,02:31:52
250,475,21/05/2004,02:32:21
704,1246,21/05/2004,02:32:24
704,1247,21/05/2004,02:32:46
1189,502,21/05/2004,02:32:46
704,1247,21/05/2004,02:32:58
1189,482,21/05/2004,02:33:24
502,1189,21/05/2004,02:33:39
482,1189,21/05/2004,02:33:47
475,250,21/05/2004,02:33:51
105,569,21/05/2004,02:35:17
704,1231,21/05/2004,02:35:20
1189,502,21/05/2004,02:36:05
1214,502,21/05/2004,02:36:15
1189,482,21/05/2004,02:36:16
250,475,21/05/2004,02:36:16
1181,341,21/05/2004,02:36:16
481,252,21/05/2004,02:36:22
482,1189,21/05/2004,02:36:45
302,1187,21/05/2004,02:36:47
1189,482,21/05/2004,02:36:53
1189,482,21/05/2004,02:37:01
482,1189,21/05/2004,02:37:13
482,1189,21/05/2004,02:37:33
884,713,21/05/2004,02:37:36
1189,482,21/05/2004,02:37:41
1214,704,21/05/2004,02:37:46
713,1241,21/05/2004,02:38:07
482,1189,21/05/2004,02:38:11
475,250,21/05/2004,02:38:26
1214,704,21/05/2004,02:39:19
835,1189,21/05/2004,02:39:24
1189,482,21/05/2004,02:39:26
482,1189,21/05/2004,02:40:01
1189,482,21/05/2004,02:40:06
1189,482,21/05/2004,02:40:32
1181,569,21/05/2004,02:40:38
128,569,21/05/2004,02:40:49
1214,502,21/05/2004,02:41:07
482,1189,21/05/2004,02:41:13
1189,835,21/05/2004,02:41:35
1189,482,21/05/2004,02:41:57
1083,679,21/05/2004,02:42:06
1214,704,21/05/2004,02:42:09
128,12,21/05/2004,02:42:23
599,12,21/05/2004,02:42:39
706,1219,21/05/2004,02:43:18
706,713,21/05/2004,02:43:38
569,105,21/05/2004,02:44:33
1214,704,21/05/2004,02:44:42
835,1189,21/05/2004,02:44:51
569,1181,21/05/2004,02:45:10
252,481,21/05/2004,02:46:00
1189,502,21/05/2004,02:46:25
1189,835,21/05/2004,02:47:28
502,1189,21/05/2004,02:48:23
128,569,21/05/2004,02:49:37
1189,502,21/05/2004,02:51:15
871,1237,21/05/2004,02:51:29
1237,871,21/05/2004,02:52:14
278,1215,21/05/2004,02:52:14
36,189,21/05/2004,02:52:38
36,189,21/05/2004,02:53:14
36,770,21/05/2004,02:54:02
1214,475,21/05/2004,02:54:13
477,1,21/05/2004,02:54:39
36,189,21/05/2004,02:55:06
128,569,21/05/2004,02:57:08
1187,302,21/05/2004,02:57:20
1071,598,21/05/2004,02:57:32
302,1187,21/05/2004,02:59:26
128,573,21/05/2004,03:00:28
1248,194,21/05/2004,03:00:44
233,42,21/05/2004,03:02:00
128,569,21/05/2004,03:02:03
233,1113,21/05/2004,03:02:29
1248,817,21/05/2004,03:04:29
1248,817,21/05/2004,03:04:36
1248,817,21/05/2004,03:04:38
474,713,21/05/2004,03:05:18
128,569,21/05/2004,03:09:21
249,626,21/05/2004,03:12:00
353,950,21/05/2004,03:12:52
50,1248,21/05/2004,03:12:56
128,706,21/05/2004,03:13:35
654,353,21/05/2004,03:15:03
1248,50,21/05/2004,03:15:09
302,1238,21/05/2004,03:15:27
103,617,21/05/2004,03:16:10
353,654,21/05/2004,03:16:34
639,498,21/05/2004,03:17:44
704,1248,21/05/2004,03:19:54
1189,835,21/05/2004,03:21:57
50,1248,21/05/2004,03:22:12
1248,704,21/05/2004,03:22:13
639,388,21/05/2004,03:23:05
1248,50,21/05/2004,03:23:07
1113,233,21/05/2004,03:26:05
1036,713,21/05/2004,03:27:04
835,1189,21/05/2004,03:27:50
779,627,21/05/2004,03:29:11
1189,835,21/05/2004,03:30:32
835,1189,21/05/2004,03:31:44
3,1249,21/05/2004,03:33:22
53,250,21/05/2004,03:34:09
1,477,21/05/2004,03:34:15
29,1248,21/05/2004,03:34:36
50,1248,21/05/2004,03:34:57
299,1083,21/05/2004,03:35:42
835,308,21/05/2004,03:36:05
53,646,21/05/2004,03:36:06
1189,835,21/05/2004,03:37:30
402,681,21/05/2004,03:37:36
3,1113,21/05/2004,03:37:52
1224,536,21/05/2004,03:38:01
627,779,21/05/2004,03:38:11
1215,278,21/05/2004,03:38:38
189,144,21/05/2004,03:40:24
278,1215,21/05/2004,03:40:47
1126,289,21/05/2004,03:41:11
835,1189,21/05/2004,03:41:45
810,654,21/05/2004,03:43:29
919,713,21/05/2004,03:43:44
536,1224,21/05/2004,03:44:46
1224,536,21/05/2004,03:46:20
654,810,21/05/2004,03:46:51
1189,835,21/05/2004,03:48:25
817,1248,21/05/2004,03:48:30
72,679,21/05/2004,03:49:07
732,323,21/05/2004,03:50:03
697,1127,21/05/2004,03:50:44
697,127,21/05/2004,03:51:43
389,1059,21/05/2004,03:51:50
50,296,21/05/2004,03:53:00
964,800,21/05/2004,03:53:13
402,1250,21/05/2004,03:55:16
810,654,21/05/2004,03:56:40
753,323,21/05/2004,03:57:46
32,1234,21/05/2004,03:57:56
681,402,21/05/2004,03:58:09
402,681,21/05/2004,03:59:05
1234,32,21/05/2004,03:59:41
810,654,21/05/2004,03:59:41
32,1234,21/05/2004,04:00:14
681,402,21/05/2004,04:00:58
296,50,21/05/2004,04:01:06
36,779,21/05/2004,04:02:02
32,353,21/05/2004,04:02:03
1189,595,21/05/2004,04:03:28
654,810,21/05/2004,04:03:49
1234,32,21/05/2004,04:04:05
1167,576,21/05/2004,04:05:25
32,1234,21/05/2004,04:06:11
950,353,21/05/2004,04:06:55
1234,32,21/05/2004,04:08:14
32,1234,21/05/2004,04:10:12
479,317,21/05/2004,04:10:46
341,323,21/05/2004,04:12:04
1234,32,21/05/2004,04:13:15
32,1234,21/05/2004,04:16:40
6,687,21/05/2004,04:18:09
779,627,21/05/2004,04:18:13
683,758,21/05/2004,04:19:13
242,823,21/05/2004,04:19:54
1189,683,21/05/2004,04:21:31
1187,302,21/05/2004,04:21:37
969,779,21/05/2004,04:24:28
1215,278,21/05/2004,04:26:32
1234,32,21/05/2004,04:26:36
1215,817,21/05/2004,04:26:53
770,277,21/05/2004,04:27:17
32,1234,21/05/2004,04:28:10
1234,32,21/05/2004,04:31:41
1181,569,21/05/2004,04:34:11
232,44,21/05/2004,04:35:29
288,470,21/05/2004,04:36:09
1189,835,21/05/2004,04:37:38
308,273,21/05/2004,04:39:40
1234,32,21/05/2004,04:41:58
323,732,21/05/2004,04:43:25
323,753,21/05/2004,04:43:34
323,341,21/05/2004,04:44:05
323,341,21/05/2004,04:45:03
6,439,21/05/2004,04:45:13
350,713,21/05/2004,04:45:24
350,343,21/05/2004,04:45:57
654,1251,21/05/2004,04:46:31
1231,704,21/05/2004,04:47:18
1178,1126,21/05/2004,04:47:19
252,1236,21/05/2004,04:47:51
252,1236,21/05/2004,04:48:13
779,713,21/05/2004,04:48:40
63,963,21/05/2004,04:48:51
308,835,21/05/2004,04:49:43
770,277,21/05/2004,04:50:08
30,1176,21/05/2004,04:50:40
569,1181,21/05/2004,04:50:59
969,779,21/05/2004,04:51:24
640,1236,21/05/2004,04:52:46
1043,454,21/05/2004,04:54:22
454,1043,21/05/2004,04:55:14
1213,1186,21/05/2004,04:55:26
969,779,21/05/2004,04:56:39
881,1249,21/05/2004,04:57:38
713,706,21/05/2004,04:58:15
706,713,21/05/2004,04:58:38
969,779,21/05/2004,04:59:35
1043,454,21/05/2004,04:59:59
1231,1252,21/05/2004,05:01:03
454,1043,21/05/2004,05:01:36
1036,713,21/05/2004,05:02:36
289,1126,21/05/2004,05:02:42
969,779,21/05/2004,05:03:43
36,770,21/05/2004,05:04:49
36,211,21/05/2004,05:05:38
1034,1189,21/05/2004,05:05:40
1087,1136,21/05/2004,05:06:34
1253,654,21/05/2004,05:06:36
1087,1187,21/05/2004,05:07:02
595,1189,21/05/2004,05:07:46
700,1174,21/05/2004,05:07:52
249,626,21/05/2004,05:09:24
1249,881,21/05/2004,05:11:00
758,683,21/05/2004,05:11:12
881,1249,21/05/2004,05:14:04
249,626,21/05/2004,05:14:50
881,1249,21/05/2004,05:15:22
514,853,21/05/2004,05:15:53
617,103,21/05/2004,05:16:04
249,626,21/05/2004,05:16:21
881,1249,21/05/2004,05:16:38
1253,72,21/05/2004,05:16:43
800,964,21/05/2004,05:16:47
799,32,21/05/2004,05:17:07
626,249,21/05/2004,05:17:24
617,103,21/05/2004,05:17:27
617,73,21/05/2004,05:17:56
1189,1034,21/05/2004,05:21:32
440,1244,21/05/2004,05:21:45
1043,454,21/05/2004,05:21:53
626,586,21/05/2004,05:23:32
969,779,21/05/2004,05:23:47
966,323,21/05/2004,05:24:16
53,250,21/05/2004,05:24:37
62,1224,21/05/2004,05:25:05
323,966,21/05/2004,05:25:17
966,323,21/05/2004,05:26:53
586,626,21/05/2004,05:27:23
367,323,21/05/2004,05:27:57
749,783,21/05/2004,05:28:55
323,966,21/05/2004,05:29:16
323,367,21/05/2004,05:29:38
627,779,21/05/2004,05:29:43
367,323,21/05/2004,05:30:15
626,586,21/05/2004,05:30:30
325,1243,21/05/2004,05:31:05
194,706,21/05/2004,05:31:36
749,700,21/05/2004,05:32:11
325,1059,21/05/2004,05:32:15
357,523,21/05/2004,05:34:11
706,194,21/05/2004,05:34:39
749,302,21/05/2004,05:34:53
317,479,21/05/2004,05:35:40
1234,1254,21/05/2004,05:35:48
357,8,21/05/2004,05:36:14
586,626,21/05/2004,05:36:25
704,1231,21/05/2004,05:36:48
770,1255,21/05/2004,05:36:51
194,706,21/05/2004,05:37:11
342,1039,21/05/2004,05:37:52
1186,713,21/05/2004,05:38:17
357,474,21/05/2004,05:38:22
586,1253,21/05/2004,05:39:52
1238,302,21/05/2004,05:40:26
770,1255,21/05/2004,05:40:51
357,1039,21/05/2004,05:41:14
706,194,21/05/2004,05:41:47
1239,990,21/05/2004,05:42:53
1239,886,21/05/2004,05:43:41
103,1255,21/05/2004,05:44:09
704,700,21/05/2004,05:44:16
1256,615,21/05/2004,05:44:31
1189,768,21/05/2004,05:44:37
103,1256,21/05/2004,05:45:51
353,950,21/05/2004,05:46:12
966,1171,21/05/2004,05:46:22
1256,103,21/05/2004,05:47:26
800,1256,21/05/2004,05:48:15
1002,273,21/05/2004,05:48:20
19,886,21/05/2004,05:49:14
1256,800,21/05/2004,05:50:03
281,317,21/05/2004,05:50:11
706,1256,21/05/2004,05:50:21
1256,706,21/05/2004,05:51:33
800,1256,21/05/2004,05:51:59
704,1257,21/05/2004,05:52:27
1256,800,21/05/2004,05:53:15
103,1256,21/05/2004,05:53:49
342,173,21/05/2004,05:54:13
1255,285,21/05/2004,05:54:28
9,679,21/05/2004,05:55:41
1224,62,21/05/2004,05:56:45
502,1189,21/05/2004,05:57:13
1248,817,21/05/2004,05:57:28
1248,29,21/05/2004,05:58:48
62,1224,21/05/2004,05:59:10
626,586,21/05/2004,05:59:11
1154,391,21/05/2004,05:59:12
1154,391,21/05/2004,05:59:38
1154,391,21/05/2004,05:59:42
1248,60,21/05/2004,05:59:55
173,342,21/05/2004,05:59:58
770,277,21/05/2004,06:00:03
1248,966,21/05/2004,06:00:51
317,281,21/05/2004,06:01:35
317,281,21/05/2004,06:01:51
342,173,21/05/2004,06:02:39
884,297,21/05/2004,06:02:51
72,1253,21/05/2004,06:02:53
19,1015,21/05/2004,06:03:03
118,779,21/05/2004,06:03:04
19,1016,21/05/2004,06:03:40
1236,252,21/05/2004,06:03:53
1258,10,21/05/2004,06:04:30
1236,1118,21/05/2004,06:05:23
462,913,21/05/2004,06:05:40
118,222,21/05/2004,06:05:55
1248,234,21/05/2004,06:06:13
462,282,21/05/2004,06:06:42
1236,1259,21/05/2004,06:07:12
1241,713,21/05/2004,06:07:44
1118,1236,21/05/2004,06:07:44
118,817,21/05/2004,06:08:14
42,323,21/05/2004,06:08:17
42,233,21/05/2004,06:08:29
325,1248,21/05/2004,06:08:31
800,1256,21/05/2004,06:08:32
103,1002,21/05/2004,06:08:44
72,1253,21/05/2004,06:09:34
1002,103,21/05/2004,06:09:40
103,1002,21/05/2004,06:11:56
233,1037,21/05/2004,06:12:25
234,1248,21/05/2004,06:12:39
1002,103,21/05/2004,06:12:41
60,1248,21/05/2004,06:13:26
560,194,21/05/2004,06:14:20
1248,234,21/05/2004,06:14:31
118,357,21/05/2004,06:15:16
317,263,21/05/2004,06:16:08
1248,325,21/05/2004,06:17:23
1153,152,21/05/2004,06:19:18
719,1251,21/05/2004,06:20:23
1258,10,21/05/2004,06:21:16
1113,1255,21/05/2004,06:21:16
1113,233,21/05/2004,06:21:40
10,1258,21/05/2004,06:21:42
1196,834,21/05/2004,06:21:54
1224,62,21/05/2004,06:22:06
1113,3,21/05/2004,06:22:56
479,367,21/05/2004,06:23:20
1185,1002,21/05/2004,06:23:41
1113,233,21/05/2004,06:25:01
388,639,21/05/2004,06:26:03
1256,800,21/05/2004,06:26:19
1113,1255,21/05/2004,06:26:30
1255,1113,21/05/2004,06:27:12
1248,131,21/05/2004,06:27:41
1113,233,21/05/2004,06:27:49
590,964,21/05/2004,06:27:59
128,706,21/05/2004,06:28:23
1113,1255,21/05/2004,06:29:01
654,563,21/05/2004,06:29:02
596,50,21/05/2004,06:29:45
131,1248,21/05/2004,06:29:55
1185,495,21/05/2004,06:33:27
834,1196,21/05/2004,06:33:35
53,250,21/05/2004,06:36:11
740,1256,21/05/2004,06:36:35
527,12,21/05/2004,06:36:50
53,646,21/05/2004,06:37:15
118,779,21/05/2004,06:38:05
963,63,21/05/2004,06:38:15
128,569,21/05/2004,06:39:46
357,701,21/05/2004,06:40:00
1256,740,21/05/2004,06:40:39
32,1234,21/05/2004,06:42:22
32,799,21/05/2004,06:42:46
843,1167,21/05/2004,06:43:00
357,802,21/05/2004,06:43:29
281,317,21/05/2004,06:44:15
101,370,21/05/2004,06:44:25
101,370,21/05/2004,06:44:45
1034,1189,21/05/2004,06:45:49
1189,502,21/05/2004,06:46:33
32,1255,21/05/2004,06:46:35
281,254,21/05/2004,06:46:55
367,479,21/05/2004,06:47:45
67,1255,21/05/2004,06:47:47
1255,32,21/05/2004,06:48:46
678,212,21/05/2004,06:48:46
32,1255,21/05/2004,06:49:39
367,479,21/05/2004,06:50:05
1189,1034,21/05/2004,06:50:11
1214,68,21/05/2004,06:52:03
370,101,21/05/2004,06:53:25
1248,560,21/05/2004,06:53:42
1255,32,21/05/2004,06:54:13
67,1255,21/05/2004,06:55:19
479,367,21/05/2004,06:56:46
32,1255,21/05/2004,06:58:18
1231,704,21/05/2004,06:58:45
1260,725,21/05/2004,06:59:19
596,654,21/05/2004,06:59:23
367,479,21/05/2004,07:00:03
1255,32,21/05/2004,07:00:13
357,1260,21/05/2004,07:00:14
118,32,21/05/2004,07:00:32
67,1255,21/05/2004,07:00:44
32,1255,21/05/2004,07:01:07
357,708,21/05/2004,07:01:24
118,32,21/05/2004,07:02:10
1255,32,21/05/2004,07:02:14
1258,10,21/05/2004,07:04:37
706,1256,21/05/2004,07:04:56
1231,1118,21/05/2004,07:05:01
605,700,21/05/2004,07:05:19
32,118,21/05/2004,07:05:19
32,1255,21/05/2004,07:05:30
1256,706,21/05/2004,07:05:48
103,605,21/05/2004,07:06:03
770,1260,21/05/2004,07:06:15
1255,32,21/05/2004,07:06:27
1234,32,21/05/2004,07:06:59
32,1255,21/05/2004,07:07:05
118,817,21/05/2004,07:07:39
32,1234,21/05/2004,07:08:05
605,103,21/05/2004,07:08:12
67,1255,21/05/2004,07:08:13
128,569,21/05/2004,07:08:14
1189,118,21/05/2004,07:08:23
1260,719,21/05/2004,07:08:26
569,128,21/05/2004,07:08:50
706,1256,21/05/2004,07:09:03
128,569,21/05/2004,07:10:13
770,277,21/05/2004,07:10:45
1189,1261,21/05/2004,07:10:54
297,884,21/05/2004,07:11:40
719,1260,21/05/2004,07:12:02
103,605,21/05/2004,07:12:10
128,706,21/05/2004,07:14:22
800,706,21/05/2004,07:14:36
249,1246,21/05/2004,07:14:56
605,103,21/05/2004,07:15:07
1260,719,21/05/2004,07:15:47
249,1260,21/05/2004,07:16:37
249,1260,21/05/2004,07:16:53
249,1136,21/05/2004,07:17:18
719,1260,21/05/2004,07:17:22
1236,1118,21/05/2004,07:18:00
193,233,21/05/2004,07:18:36
725,1260,21/05/2004,07:19:04
431,605,21/05/2004,07:19:32
1189,1255,21/05/2004,07:19:57
103,605,21/05/2004,07:20:21
249,1260,21/05/2004,07:21:26
605,103,21/05/2004,07:21:50
431,605,21/05/2004,07:22:07
1260,719,21/05/2004,07:22:12
719,1260,21/05/2004,07:23:06
1260,249,21/05/2004,07:23:31
1255,1189,21/05/2004,07:23:32
431,727,21/05/2004,07:23:43
1260,719,21/05/2004,07:23:51
725,1261,21/05/2004,07:24:24
19,527,21/05/2004,07:24:25
1236,1153,21/05/2004,07:24:41
431,605,21/05/2004,07:24:49
